text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
1. Make the desired changes in the app. Bear in mind the following:,1. Make the desired changes in the app. Bear in mind the following:,"If you change the dimensions of the image, the image may not align correctly in","If you change the dimensions of the image, the image may not align correctly in",1.67,54,0,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
"If you change the dimensions of the image, the image may not align correctly in","If you change the dimensions of the image, the image may not align correctly in",the PDF.,the PDF.,0,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
the PDF.,the PDF.,Transparency information is preserved only for masks that are specified as,Transparency information is preserved only for masks that are specified as,1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
Transparency information is preserved only for masks that are specified as,Transparency information is preserved only for masks that are specified as,index values in an indexed color space.,index values in an indexed color space.,0,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
index values in an indexed color space.,index values in an indexed color space.,"If you're working in Photoshop, flatten the image.","If you're working in Photoshop, flatten the image.",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
"If you're working in Photoshop, flatten the image.","If you're working in Photoshop, flatten the image.",Image masks aren't supported.,Image masks aren't supported.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
Image masks aren't supported.,Image masks aren't supported.,"If you change image modes while editing the image, you may lose valuable","If you change image modes while editing the image, you may lose valuable",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
"If you change image modes while editing the image, you may lose valuable","If you change image modes while editing the image, you may lose valuable",information that can be applied only in the original mode.,information that can be applied only in the original mode.,0,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
information that can be applied only in the original mode.,information that can be applied only in the original mode.,"2. In the editing app, choose File   - Save . The object is automatically updated and","2. In the editing app, choose File > Save. The object is automatically updated and",5.31,-54,0,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
"2. In the editing app, choose File   - Save . The object is automatically updated and","2. In the editing app, choose File > Save. The object is automatically updated and",displayed in the PDF when you bring Acrobat to the foreground.,displayed in the PDF when you bring Acrobat to the foreground.,0,18,0,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
displayed in the PDF when you bring Acrobat to the foreground.,displayed in the PDF when you bring Acrobat to the foreground.,"Note: For Photoshop, if the image is in a format supported by Photoshop 6.0 or later, your","Note: For Photoshop, if the image is in a format supported by Photoshop 6.0 or later, your",1.67,-36,0,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
"Note: For Photoshop, if the image is in a format supported by Photoshop 6.0 or later, your","Note: For Photoshop, if the image is in a format supported by Photoshop 6.0 or later, your","edited image is saved back into the PDF. However, if the image is in an unsupported format,","edited image is saved back into the PDF. However, if the image is in an unsupported format,",0.02,0,1,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"edited image is saved back into the PDF. However, if the image is in an unsupported format,","edited image is saved back into the PDF. However, if the image is in an unsupported format,",Photoshop handles the image as a generic PDF image. The edited image is saved to disk,Photoshop handles the image as a generic PDF image. The edited image is saved to disk,0,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Photoshop handles the image as a generic PDF image. The edited image is saved to disk,Photoshop handles the image as a generic PDF image. The edited image is saved to disk,instead of the PDF.,instead of the PDF.,0,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
instead of the PDF.,instead of the PDF.,Export PDF images to another format,Export PDF images to another format,4.37,0,1,0,0,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0
Export PDF images to another format,Export PDF images to another format,"You can save every page all text, images, and vector objects on a page to an image format.","You can save every page (all text, images, and vector objects on a page) to an image format.",1.67,0,1,0,1,16.02,12,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0
"You can save every page all text, images, and vector objects on a page to an image format.","You can save every page (all text, images, and vector objects on a page) to an image format.",Choose Convert - Export PDF To - Image format - Image Type. You can also export each,Choose Convert > Export PDF To > Image format > [Image Type]. You can also export each,0.03,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
Choose Convert - Export PDF To - Image format - Image Type. You can also export each,Choose Convert > Export PDF To > Image format > [Image Type]. You can also export each,image in a PDF to a separate image file.,image in a PDF to a separate image file.,0,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"Rotate, move, delete, extract, or renumber pages in a PDF","Rotate, move, delete, extract, or renumber",Rotate pages in a PDF,pages in a PDF,0,0,1,1,0,24,24,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,3,3,0
Rotate pages in a PDF,pages in a PDF,You can rotate all or select pages in a document. Rotation is based on 90-degree increments.,You can rotate all or select pages in a document. Rotation is based on 90-degree increments.,12.17,0,1,0,1,24,12,-12,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,3,3,0
You can rotate all or select pages in a document. Rotation is based on 90-degree increments.,You can rotate all or select pages in a document. Rotation is based on 90-degree increments.,You can rotate pages using the rotate tools in the Page Thumbnails pane or,You can rotate pages using the rotate tools in the Page Thumbnails pane or,0.03,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,1
You can rotate pages using the rotate tools in the Page Thumbnails pane or,You can rotate pages using the rotate tools in the Page Thumbnails pane or,the Rotate option.,the Rotate option.,0.03,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
the Rotate option.,the Rotate option.,"1. Open the PDF in Acrobat, choose All tools    - Organize pages.","1. Open the PDF in Acrobat, choose All tools > Organize pages.",1.98,18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
"1. Open the PDF in Acrobat, choose All tools    - Organize pages.","1. Open the PDF in Acrobat, choose All tools > Organize pages.","2. From the left pane, specify the page range on which you want to apply the rotation.","2. From the left pane, specify the page range on which you want to apply the rotation.",1.94,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
"2. From the left pane, specify the page range on which you want to apply the rotation.","2. From the left pane, specify the page range on which you want to apply the rotation.","Select the drop-down menu under PAGES SELECTED, then select the appropriate","Select the drop-down menu under PAGES SELECTED, then select the appropriate",0.03,18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,1
"Select the drop-down menu under PAGES SELECTED, then select the appropriate","Select the drop-down menu under PAGES SELECTED, then select the appropriate","option. Alternatively, you can enter the page number you want to operate on.","option. Alternatively, you can enter the page number you want to operate on.",0,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"option. Alternatively, you can enter the page number you want to operate on.","option. Alternatively, you can enter the page number you want to operate on.","3. After specifying the page range, for Direction, select either Rotate page left for","3. After specifying the page range, for Direction, select either Rotate page left for",1.94,-18,0,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
"3. After specifying the page range, for Direction, select either Rotate page left for","3. After specifying the page range, for Direction, select either Rotate page left for",counterclockwise 90° rotation or Rotate page right° for clockwise 90° rotation .,or Rotate page right° for clockwise 90° rotation,2.4,188.76,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
counterclockwise 90° rotation or Rotate page right° for clockwise 90° rotation .,or Rotate page right° for clockwise 90° rotation,4. You can also apply the page rotation on a specific page by selecting the buttons in the,4. You can also apply the page rotation on a specific page by selecting the buttons in the,1.94,-188.76,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
4. You can also apply the page rotation on a specific page by selecting the buttons in the,4. You can also apply the page rotation on a specific page by selecting the buttons in the,right pane.,right pane.,0,18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
right pane.,right pane.,"Note: To temporarily change your view of the page, from the hamburger menu Windows","Note: To temporarily change your view of the page, from the hamburger menu   (Windows)",59.56,-36,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,3,0
"Note: To temporarily change your view of the page, from the hamburger menu Windows","Note: To temporarily change your view of the page, from the hamburger menu   (Windows)","or the View menu macOS, choose View - Rotate view - Rotate view right or Rotate view","or the View menu (macOS), choose View > Rotate view > Rotate view right or Rotate view",0.06,0,1,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
"or the View menu macOS, choose View - Rotate view - Rotate view right or Rotate view","or the View menu (macOS), choose View > Rotate view > Rotate view right or Rotate view",left . The original page orientation is restored the next time you open the PDF.,left. The original page orientation is restored the next time you open the PDF.,0,0,1,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,3,3,1
Extract pages from a PDF,Extract pages from a PDF,Extraction is reusing selected pages of one PDF in a different PDF. Extracted pages include the,Extraction is reusing selected pages of one PDF in a different PDF. Extracted pages include the,2,0,1,0,0,24,12,-12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,4,4,0
Extraction is reusing selected pages of one PDF in a different PDF. Extracted pages include the,Extraction is reusing selected pages of one PDF in a different PDF. Extracted pages include the,"content and the form fields, comments, and links of the original document.","content and the form fields, comments, and links of the original document.",0.01,0,1,0,1,12,12,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"content and the form fields, comments, and links of the original document.","content and the form fields, comments, and links of the original document.",You can leave the extracted pages in the original document or remove them during,You can leave the extracted pages in the original document or remove them during,1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
You can leave the extracted pages in the original document or remove them during,You can leave the extracted pages in the original document or remove them during,extraction.,extraction.,0,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
extraction.,extraction.,Note: Any bookmarks or article threadings associated with pages aren't extracted.,Note: Any bookmarks or article threadings associated with pages aren't extracted.,1.87,0,1,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
Note: Any bookmarks or article threadings associated with pages aren't extracted.,Note: Any bookmarks or article threadings associated with pages aren't extracted.,"1. Open the PDF in Acrobat. From the upper left, select All Tools    - Organize pages.","1. Open the PDF in Acrobat. From the upper left, select All Tools > Organize pages.",1.89,18,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
"1. Open the PDF in Acrobat. From the upper left, select All Tools    - Organize pages.","1. Open the PDF in Acrobat. From the upper left, select All Tools > Organize pages.",2. Specify the page range or the pages you want to extract. Select the drop-down menu,2. Specify the page range or the pages you want to extract. Select the drop-down menu,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
2. Specify the page range or the pages you want to extract. Select the drop-down menu,2. Specify the page range or the pages you want to extract. Select the drop-down menu,"under PAGES SELECTED, then select the appropriate option. Alternatively, you can","under PAGES SELECTED, then select the appropriate option. Alternatively, you can",0.02,18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"under PAGES SELECTED, then select the appropriate option. Alternatively, you can","under PAGES SELECTED, then select the appropriate option. Alternatively, you can",enter the page number you want to operate on.,enter the page number you want to operate on.,0,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
enter the page number you want to operate on.,enter the page number you want to operate on.,3. Select Extract pages under PAGE OPTIONS .,3. Select Extract pages   under PAGE OPTIONS.,1.02,-18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
3. Select Extract pages under PAGE OPTIONS .,3. Select Extract pages   under PAGE OPTIONS.,"4. In the dialog, select one or more of the following before you select Extract :","4. In the dialog, select one or more of the following before you select Extract:",1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
"4. In the dialog, select one or more of the following before you select Extract :","4. In the dialog, select one or more of the following before you select Extract:","To remove the extracted pages from the original document, select Delete","To remove the extracted pages from the original document, select Delete",2.74,54,0,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
"To remove the extracted pages from the original document, select Delete","To remove the extracted pages from the original document, select Delete",pages after extracting .,pages after extracting.,0,0,1,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
pages after extracting .,pages after extracting.,"To create a single-page PDF for each extracted page, select Extract pages as","To create a single-page PDF for each extracted page, select Extract pages as",0.63,0,1,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
"To create a single-page PDF for each extracted page, select Extract pages as","To create a single-page PDF for each extracted page, select Extract pages as",separate files .,separate files.,0,0,1,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
separate files .,separate files.,To keep the original pages intact and create a single PDF for the extracted,To keep the original pages intact and create a single PDF for the extracted,0.61,0,1,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
To keep the original pages intact and create a single PDF for the extracted,To keep the original pages intact and create a single PDF for the extracted,"pages, deselect both options.","pages, deselect both options.",0,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"pages, deselect both options.","pages, deselect both options.",The extracted pages are placed in a new document.,The extracted pages are placed in a new document.,1,-72,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
The extracted pages are placed in a new document.,The extracted pages are placed in a new document.,Note: The creator of a PDF document can set the security to prevent the extraction of pages.,Note: The creator of a PDF document can set the security to prevent the extraction of pages.,1.86,0,1,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
Note: The creator of a PDF document can set the security to prevent the extraction of pages.,Note: The creator of a PDF document can set the security to prevent the extraction of pages.,"To view the security settings for a document, choose Document properties from the","To view the security settings for a document, choose Document properties from the",0.03,0,1,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,4,4,1
"To view the security settings for a document, choose Document properties from the","To view the security settings for a document, choose Document properties from the",hamburger menu Windows or File menu in macOS and then select the Security tab in,(Windows) or File menu in macOS and then select the Security tab in,0.03,102.3,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
hamburger menu Windows or File menu in macOS and then select the Security tab in,(Windows) or File menu in macOS and then select the Security tab in,the dialog.,the dialog.,0.01,-102.3,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
the dialog.,the dialog.,Extract random pages from a PDF,Extract random pages from a PDF,4.48,0,1,0,0,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,4,4,0
Extract random pages from a PDF,Extract random pages from a PDF,You can also select and extract discontinuous pages from the page thumbnails in the right,You can also select and extract discontinuous pages from the page thumbnails in the right,1,0,1,0,1,16.02,12,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,4,4,0
You can also select and extract discontinuous pages from the page thumbnails in the right,You can also select and extract discontinuous pages from the page thumbnails in the right,navigation pane of Acrobat.,navigation pane of Acrobat.,0,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
navigation pane of Acrobat.,navigation pane of Acrobat.,"1. Open the PDF in Acrobat. From the upper left, select All Tools    - Organize pages.","1. Open the PDF in Acrobat. From the upper left, select All Tools > Organize pages.",1.02,18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
"1. Open the PDF in Acrobat. From the upper left, select All Tools    - Organize pages.","1. Open the PDF in Acrobat. From the upper left, select All Tools > Organize pages.","2. Specify the pages which you want to extract separated with a comma. For example, if","2. Specify the pages which you want to extract separated with a comma. For example, if",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
"2. Specify the pages which you want to extract separated with a comma. For example, if","2. Specify the pages which you want to extract separated with a comma. For example, if","you want to extract pages 3 and 5, enter 3, 5 in the pages field under PAGES","you want to extract pages 3 and 5, enter 3, 5 in the pages field under PAGES",0,18,0,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"you want to extract pages 3 and 5, enter 3, 5 in the pages field under PAGES","you want to extract pages 3 and 5, enter 3, 5 in the pages field under PAGES",SELECTED.,SELECTED.,0,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
Select the Extract pages under PAGE OPTIONS .,Select the Extract pages   under PAGE OPTIONS.,"3. In the dialog, select one or more of the following before you select Extract :","3. In the dialog, select one or more of the following before you select Extract:",1613.56,-18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0
"3. In the dialog, select one or more of the following before you select Extract :","3. In the dialog, select one or more of the following before you select Extract:","To remove the extracted pages from the original document, select Delete","To remove the extracted pages from the original document, select Delete",90.01,54,0,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0
"To remove the extracted pages from the original document, select Delete","To remove the extracted pages from the original document, select Delete",pages after extracting .,pages after extracting.,0,0,1,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
pages after extracting .,pages after extracting.,"To create a single-page PDF for each extracted page, select Extract pages as","To create a single-page PDF for each extracted page, select Extract pages as",1.38,0,1,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0
"To create a single-page PDF for each extracted page, select Extract pages as","To create a single-page PDF for each extracted page, select Extract pages as",separate files .,separate files.,0,0,1,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
separate files .,separate files.,To keep the original pages intact and create a single PDF for the extracted,To keep the original pages intact and create a single PDF for the extracted,0.62,0,1,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0
To keep the original pages intact and create a single PDF for the extracted,To keep the original pages intact and create a single PDF for the extracted,"pages, deselect both options.","pages, deselect both options.",0,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"pages, deselect both options.","pages, deselect both options.",The extracted pages are placed in a new document.,The extracted pages are placed in a new document.,90.01,-72,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0
Split PDFs into multiple documents,Split PDFs into multiple documents,"You can split one or more PDFs into multiple smaller PDFs. When splitting a PDF, you can","You can split one or more PDFs into multiple smaller PDFs. When splitting a PDF, you can",1.97,0,1,1,1,24,12,-12,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,6,6,0
"You can split one or more PDFs into multiple smaller PDFs. When splitting a PDF, you can","You can split one or more PDFs into multiple smaller PDFs. When splitting a PDF, you can","specify the split by the maximum number of pages, maximum file size, or top-level","specify the split by the maximum number of pages, maximum file size, or top-level",0,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
"specify the split by the maximum number of pages, maximum file size, or top-level","specify the split by the maximum number of pages, maximum file size, or top-level",bookmarks.,bookmarks.,0,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
bookmarks.,bookmarks.,"1. Open the PDF in Acrobat. From the upper left, select All Tools    - Organize pages.","1. Open the PDF in Acrobat. From the upper left, select All Tools > Organize pages.",1,18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0
"1. Open the PDF in Acrobat. From the upper left, select All Tools    - Organize pages.","1. Open the PDF in Acrobat. From the upper left, select All Tools > Organize pages.","2. In the left pane, under PAGE OPTIONS, select Split. A command dialog appears for","2. In the left pane, under PAGE OPTIONS, select Split. A command dialog appears for",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0
"2. In the left pane, under PAGE OPTIONS, select Split. A command dialog appears for","2. In the left pane, under PAGE OPTIONS, select Split. A command dialog appears for",the Split operation.,the Split operation.,0,18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
the Split operation.,the Split operation.,"3. In the Split By list, select the criteria for dividing the document:","3. In the Split By list, select the criteria for dividing the document:",1,-18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0
"3. In the Split By list, select the criteria for dividing the document:","3. In the Split By list, select the criteria for dividing the document:",Number of pages,Number of pages,3.66,18,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0
Number of pages,Number of pages,Specify the maximum number of pages for each document in the split.,Specify the maximum number of pages for each document in the split.,0,0,1,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,6,6,0
Specify the maximum number of pages for each document in the split.,Specify the maximum number of pages for each document in the split.,File Size,File Size,3.65,0,1,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0
File Size,File Size,Specify the maximum file size for each document in the split.,Specify the maximum file size for each document in the split.,0.01,0,1,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,6,6,0
Specify the maximum file size for each document in the split.,Specify the maximum file size for each document in the split.,Top-level Bookmarks,Top-level Bookmarks,3.65,0,1,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0
Top-level Bookmarks,Top-level Bookmarks,"If the document includes bookmarks, it creates one document for every top-level","If the document includes bookmarks, it creates one document for every top-level",0,0,1,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,6,6,1
"If the document includes bookmarks, it creates one document for every top-level","If the document includes bookmarks, it creates one document for every top-level",bookmark.,bookmark.,0,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
bookmark.,bookmark.,"4. To specify a target folder for the split files and filename preferences, select Output","4. To specify a target folder for the split files and filename preferences, select Output",1,-18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0
"4. To specify a target folder for the split files and filename preferences, select Output","4. To specify a target folder for the split files and filename preferences, select Output","Options . Specify the options as needed, and then select OK .","Options. Specify the options as needed, and then select OK.",0,18,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,6,6,1
"Options . Specify the options as needed, and then select OK .","Options. Specify the options as needed, and then select OK.",5. Select Split .,5. Select Split.,1.01,-18,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0
5. Select Split .,5. Select Split.,Split multiple PDFs,Split multiple PDFs,3.57,-18,0,0,0,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,6,6,0
Split multiple PDFs,Split multiple PDFs,"1. Open the PDF in Acrobat. From the upper left, select All Tools    - Organize pages.","1. Open the PDF in Acrobat. From the upper left, select All Tools > Organize pages.",0.02,18,0,0,0,16.02,12,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,6,6,0
"1. Open the PDF in Acrobat. From the upper left, select All Tools    - Organize pages.","1. Open the PDF in Acrobat. From the upper left, select All Tools > Organize pages.","2. In the left pane, under PAGE OPTIONS, select Split. A command dialog appears for","2. In the left pane, under PAGE OPTIONS, select Split. A command dialog appears for",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,6,6,0
"2. In the left pane, under PAGE OPTIONS, select Split. A command dialog appears for","2. In the left pane, under PAGE OPTIONS, select Split. A command dialog appears for",the Split operation.,the Split operation.,0,18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
